EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,Performance Score,Current Employee Rating
1937,30-Mar-22,30-Jan-23,Production Technician II,Kayla Peterson,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Sales,Engineers,Technician,Fully Meets,3
1938,23-Mar-20,,Production Technician II,Donna Gonzalez,TNS,Active,Part-Time,Zone A,Full-Time,Sales,Splicing,Technician,Fully Meets,3
1939,06-Jun-19,,Production Technician II,Michele Riddle,PYZ,Active,Contract,Zone C,Temporary,Sales,Field Operations,Engineer,Fully Meets,3
1940,28-May-23,,Production Technician II,Stephanie Kerr,TNS,Active,Contract,Zone A,Temporary,Sales,Engineers,Project Manager,Fully Meets,3
1941,03-Feb-21,,Production Technician II,Mackenzie Johnston,PYZ,Active,Contract,Zone A,Part-Time,Sales,Engineers,Engineer,Fully Meets,3
1942,30-Jul-19,09-Nov-22,Production Technician II,William Thompson,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Sales,Wireline Construction,Laborer,Fully Meets,3
1943,08-May-22,17-Nov-22,Production Technician II,Timothy Wheeler,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Sales,Shop (Fleet),Mechanic,Fully Meets,3
1944,12-May-20,,Production Technician II,Steve Macdonald,TNS,Active,Part-Time,Zone A,Full-Time,Sales,Field Operations,Technician,Fully Meets,3
1945,28-Mar-19,10-Dec-22,Sales Manager,Christopher Murray DDS,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Sales,Engineers,Engineer,Fully Meets,3
1946,22-Jul-19,,Production Technician II,James Mitchell,WBL,Active,Full-Time,Zone A,Full-Time,Sales,Aerial,Lineman,Fully Meets,3
1947,17-Sep-20,,Sales Manager,John Chavez,MSC,Active,Part-Time,Zone C,Temporary,Sales,General - Sga,Manager,Fully Meets,3
1948,02-Jul-22,09-Aug-22,Production Technician II,Teresa Williamson,TNS,Voluntarily Terminated,Part-Time,Zone B,Temporary,Sales,Splicing,Splicer,Fully Meets,3
1949,30-Nov-19,,Sales Manager,Kimberly Washington,MSC,Active,Contract,Zone A,Part-Time,Sales,Field Operations,Technician,Fully Meets,3
1950,21-Jul-23,21-Jul-23,Production Technician II,Stephanie Anderson,TNS,Voluntarily Terminated,Contract,Zone C,Temporary,Production       ,Splicing,Splicer,Fully Meets,3
1951,26-Aug-20,30-May-21,Sales Manager,Jeffery Snyder,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Sales,Aerial,Foreman,Fully Meets,3
1952,16-May-20,,Sales Manager,Abigail Marks,TNS,Active,Full-Time,Zone A,Full-Time,Sales,Underground,Laborer,Fully Meets,3
1953,06-Apr-23,24-May-23,Production Technician I,Jeffrey Murphy,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,Cfo,Fully Meets,3
1954,18-Feb-19,31-Oct-22,Production Technician II,Heather Riley,SVG,Voluntarily Terminated,Part-Time,Zone C,Temporary,Production       ,Finance & Accounting,Administration,Fully Meets,3
1955,10-Oct-20,,Production Technician I,Jonathan Huber,MSC,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Engineer,Fully Meets,3
1956,15-May-21,,Production Technician I,Patrick Liu,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Billable Consultants,Engineer,Fully Meets,3
1957,13-May-19,30-May-22,Production Technician I,Jimmy Cox,TNS,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Manager,Fully Meets,3
1958,04-Jul-19,,Production Technician I,Neil Aguilar,PYZ,Active,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,Assistant,Fully Meets,3
1959,01-Apr-22,28-Apr-22,Production Technician I,Kirsten Patel,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Project Management - Con,Coordinator,Fully Meets,3
1960,03-Nov-18,,Production Technician I,Sean Scott,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,Aerial,Administrator,Fully Meets,3
1961,11-Oct-18,04-May-22,Production Technician I,Matthew Hawkins,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Production       ,General - Eng,Drafter,Fully Meets,3
1962,25-Jun-23,25-Jul-23,Production Technician II,Susan Gilbert,CCDR,Active,Contract,Zone C,Part-Time,Production       ,General - Con,Clerk,Fully Meets,3
1963,14-Sep-20,31-Aug-21,Production Technician I,Tiffany Baker,CCDR,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,General - Con,Technician,Fully Meets,3
1964,20-Dec-22,11-Mar-23,Production Technician I,Ashley Wagner,EW,Terminated for Cause,Part-Time,Zone B,Part-Time,Production       ,Executive,Manager,Fully Meets,3
1965,23-Feb-22,,Production Technician II,Pamela Smith,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,Specialist,Fully Meets,3
1966,31-May-19,,Production Technician II,Jessica Klein,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Technician,Fully Meets,3
1967,29-Jan-19,,Production Technician I,Molly Freeman,PL,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,Flagger,Fully Meets,3
1968,01-Sep-19,,Production Technician I,Cynthia Watkins,NEL,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,Laborer,Fully Meets,3
1969,17-Jan-21,08-Jun-21,Production Technician I,Derek Vargas,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Production       ,General - Con,Foreman,Fully Meets,3
1970,21-Apr-22,21-Apr-22,Production Technician I,Mark Bradley,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Foreman,Fully Meets,3
1971,15-Sep-18,14-Jul-23,Production Technician II,Christopher Rodriguez,MSC,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Production       ,General - Con,Lineman,Fully Meets,3
1972,04-Dec-21,07-Jan-22,Production Technician II,Caroline Little,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
1973,14-Nov-19,,Production Technician II,Angela Watson,BPC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,Laborer,Fully Meets,3
1974,14-Apr-21,,Production Technician I,Robert Joseph,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Aerial,Supervisor,Fully Meets,3
1975,14-Apr-19,,Production Technician I,Logan Ball,SVG,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,Manager,Fully Meets,3
1976,09-Jan-21,,Production Technician I,Steven Ramos,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Finance & Accounting,Administration,Fully Meets,3
1977,26-Dec-22,04-Jul-23,Production Technician I,Ashley Williams,MSC,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Field Operations,Technician,Fully Meets,3
1978,05-Oct-21,02-Jul-23,Production Technician I,James Foster,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Finance & Accounting,Administration,Fully Meets,3
1979,25-Sep-22,27-Mar-23,Production Technician I,Christopher Sanford,PYZ,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,Engineer,Fully Meets,3
1980,10-Nov-21,,Production Technician I,Heather Ramirez,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Manager,Fully Meets,3
1981,08-Apr-21,16-Jul-23,Production Technician I,Amanda Mills,NEL,Active,Contract,Zone A,Temporary,Production       ,General - Con,Foreman,Fully Meets,3
1982,14-Nov-18,,Production Technician I,Jordan Cox,PL,Active,Full-Time,Zone C,Temporary,Production       ,General - Sga,Manager,Fully Meets,3
1983,14-Mar-20,22-Oct-22,Production Technician I,Daniel Huff,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Laborer,Fully Meets,3
1984,24-Jun-20,,Production Technician I,Samantha Bryant,CCDR,Active,Full-Time,Zone B,Temporary,Production       ,Catv,Splicer,Fully Meets,3
1985,19-Mar-23,04-Apr-23,Production Technician I,Hunter Cervantes,SVG,Active,Contract,Zone B,Temporary,Production       ,General - Con,Lineman,Fully Meets,3
1986,15-Aug-22,,Production Technician I,Samantha Wyatt,EW,Active,Contract,Zone C,Full-Time,Production       ,Executive,Director,Fully Meets,3
1987,09-Nov-18,,Production Technician I,Richard Davis II,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,General - Sga,Administrator,Fully Meets,3
1988,23-Nov-18,19-Aug-19,Production Technician I,Lisa Jones,TNS,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
1989,25-Feb-20,,Production Technician II,Jessica Garcia,PL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Groundman,Fully Meets,3
1990,16-May-20,18-May-22,Production Technician II,Jacqueline Jackson,BPC,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
1991,18-Jun-19,05-Jul-23,Production Technician II,Kimberly Fox,CCDR,Active,Contract,Zone B,Temporary,Production       ,General - Con,Technician,Fully Meets,3
1992,20-May-19,30-Mar-21,Production Technician II,Melissa Welch,SVG,Active,Contract,Zone A,Part-Time,Production       ,General - Con,Laborer,Fully Meets,3
1993,16-Oct-20,12-Feb-21,Production Technician II,James Ferguson,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Technician,Fully Meets,3
1994,01-Jul-22,03-Nov-22,Production Technician II,Michael Pope,MSC,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Lineman,Fully Meets,3
1995,17-Dec-22,,Production Technician II,Brandon Jones,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Driller,Fully Meets,3
1996,24-Oct-21,21-Nov-21,Production Technician II,Carrie Davidson,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,Aerial,Lineman,Fully Meets,3
1997,28-Feb-19,11-Oct-19,Production Technician II,Ricky Stephens,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,Project Manager,Fully Meets,3
1998,24-Mar-22,,Production Technician II,Kathleen Gonzalez,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Laborer,Fully Meets,3
1999,17-Oct-21,12-Nov-22,Production Technician II,Leslie Hernandez,PL,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Locator,Fully Meets,3
2000,13-May-22,12-Sep-22,Production Technician I,Judith Ryan,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,Flagger,Fully Meets,3
2001,09-Oct-19,06-Jan-23,Production Technician I,Kimberly Meyer,SVG,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),Coordinator,Fully Meets,3
2002,12-Oct-18,21-Jul-23,Production Technician I,Amanda Garcia,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Production       ,General - Con,Laborer,Fully Meets,3
2003,13-Apr-20,28-Nov-22,Production Technician I,Kathleen Hayes,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Production       ,Shop (Fleet),Welder,Fully Meets,3
2004,25-Apr-21,,Production Technician I,Michael Austin,PYZ,Active,Contract,Zone B,Full-Time,Production       ,Engineers,Engineer,Fully Meets,3
2005,21-Dec-18,16-Nov-22,Production Technician I,Glenn Rollins,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,Laborer,Fully Meets,3
2006,19-Sep-21,,Production Technician I,Renee Valentine,NEL,Active,Contract,Zone C,Temporary,Production       ,Executive,Chief Operating Officer,Fully Meets,3
2007,15-Dec-20,,Production Technician I,Elizabeth Stewart,PL,Active,Full-Time,Zone C,Temporary,Production       ,Splicing,Splicer,Fully Meets,3
2008,15-Jul-19,13-Jan-20,Production Technician I,Michelle Taylor,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Lineman,Fully Meets,3
2009,17-Nov-21,,Production Technician I,Alexander Parker,CCDR,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Engineer,Fully Meets,3
2010,04-Feb-23,24-Jun-23,Production Technician I,Eric Vincent,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,Catv,Laborer,Fully Meets,3
2011,03-Jul-22,12-Jul-22,Production Technician I,Nichole Jordan,EW,Active,Contract,Zone B,Temporary,Production       ,Finance & Accounting,Clerk,Fully Meets,3
2012,24-Jan-20,14-Sep-22,Production Technician I,Jason Kennedy,MSC,Active,Contract,Zone B,Full-Time,Production       ,General - Sga,Vp,Fully Meets,3
2013,07-Jul-19,27-Mar-21,Production Technician I,Crystal Johnson,TNS,Active,Contract,Zone A,Temporary,Production       ,General - Con,Foreman,Fully Meets,3
2014,13-Mar-22,,Production Technician II,Corey Roberts,EW,Active,Part-Time,Zone B,Temporary,Production       ,Splicing,Technician,Fully Meets,3
2015,02-Jun-23,,Production Technician II,Nicholas Torres,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Engineers,Engineer,Fully Meets,3
2016,08-Apr-21,,Production Technician II,Amy Durham,NEL,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Lineman,Fully Meets,3
2017,02-Dec-19,,Production Technician II,Miguel Brown,PL,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,Laborer,Fully Meets,3
2018,09-Mar-22,18-May-23,Production Technician II,Kimberly Roth,PYZ,Active,Contract,Zone C,Temporary,Production       ,Yard (Material Handling),Runner,Fully Meets,3
2019,26-Mar-22,,Production Technician II,Danielle Little,SVG,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
2020,08-May-21,05-Aug-22,Production Technician II,Allison Fox,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Wireline Construction,Billing,Fully Meets,3
2021,29-Nov-22,,Production Technician II,Christine Salas,WBL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Foreman,Fully Meets,3
2022,24-May-19,,Production Technician II,Stephanie Bridges,BPC,Active,Contract,Zone B,Part-Time,Production       ,Wireless,Operator,Fully Meets,3
2023,29-Jan-22,23-Apr-22,Production Technician II,Sara Chapman,CCDR,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Foreman,Fully Meets,3
2024,06-Jul-21,14-Mar-22,Production Technician II,Troy Price,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Coordinator,Fully Meets,3
2025,29-Jan-21,12-Feb-23,Production Technician II,Jason Johnson,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
2026,13-May-23,10-Jun-23,Production Technician I,James White,SVG,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Locator,Fully Meets,3
2027,22-May-19,,Production Technician I,Michael Ortiz,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Fielders,Engineer,Fully Meets,3
2028,30-Sep-21,14-Nov-21,Production Technician I,Paul Wilcox,MSC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,Tower Hand,Fully Meets,3
2029,09-Sep-19,,Production Technician I,Alyssa Garrett,TNS,Active,Contract,Zone C,Full-Time,Production       ,General - Eng,Billing,Fully Meets,3
2030,26-Apr-19,13-May-19,Production Technician I,Nicole Rodriguez,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,Wireline Construction,Operator,Fully Meets,3
2031,19-Feb-22,05-Apr-23,Production Technician I,Mary Clark,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,Manager,Fully Meets,3
2032,16-Apr-22,25-Dec-22,Production Technician I,Daniel Stafford,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Technician,Fully Meets,3
2033,12-May-22,,Production Technician I,Christopher White,PL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Laborer,Fully Meets,3
2034,26-Aug-21,03-Aug-23,Production Technician I,Randall Hill,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Driver,Fully Meets,3
2035,06-Jun-20,23-Nov-21,Production Technician I,Alicia Horton,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,Lineman,Fully Meets,3
2036,26-Jun-22,,Production Technician I,Melinda Brown,SVG,Active,Contract,Zone A,Part-Time,Production       ,Aerial,Laborer,Fully Meets,3
2037,09-Jan-21,14-May-22,Production Technician I,Keith Morrison,EW,Active,Contract,Zone C,Full-Time,Production       ,General - Con,Clerk,Fully Meets,3
2038,02-Sep-18,,Production Technician I,Pamela Calderon,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Splicing,Foreman,Fully Meets,3
2039,22-Apr-22,,Production Technician I,Andrea Riley,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Operator,Fully Meets,3
2040,05-Dec-21,26-Jun-23,Production Technician II,Eric Walton,NEL,Future Start,Contract,Zone B,Temporary,Production       ,General - Con,Lineman,Fully Meets,3
2041,13-Sep-22,,Production Technician II,Tina Jenkins,PL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Laborer,Fully Meets,3
2042,24-Nov-19,,Production Technician II,Logan Middleton,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Technician,Fully Meets,3
2043,19-Mar-20,,Production Technician II,Michelle Coleman,CCDR,Active,Contract,Zone C,Part-Time,Production       ,Isp,Technician,Fully Meets,3
2044,14-Sep-22,,Production Technician II,Christina Baldwin,SVG,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,Operator,Fully Meets,3
2045,21-Sep-21,,Production Technician II,Ricky Reyes,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Fielders,Engineer,Fully Meets,3
2046,22-May-20,,Production Technician II,Rachel Nicholson,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,Project Management - Con,Manager,Fully Meets,3
2047,13-Dec-22,,Production Technician II,Jacob Smith,TNS,Active,Contract,Zone A,Part-Time,Production       ,Aerial,Laborer,Fully Meets,3
2048,07-Feb-22,,Production Technician II,Adam Bates,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Aerial,Laborer,Fully Meets,3
2049,06-Oct-20,,Production Technician II,Thomas Richard,WBL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
2050,11-Jan-22,16-Dec-22,Production Technician II,Lisa Smith,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Wireless,Safety,Fully Meets,3
2051,26-Feb-22,,Production Technician I,Desiree Jennings,CCDR,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
2052,10-Jun-20,13-Nov-22,Production Technician I,Dr. Donald Henry,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
2053,27-Sep-21,,Production Technician I,Curtis Gonzales,EW,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,Engineer,Fully Meets,3
2054,25-Oct-18,15-Oct-21,Production Technician I,Shawn Acosta,MSC,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Coordinator,Fully Meets,3
2055,25-Nov-20,,Production Technician I,Jamie Hernandez,TNS,Active,Contract,Zone A,Full-Time,Production       ,Engineers,Executive,Fully Meets,3
2056,17-Apr-20,26-Feb-22,Production Technician I,Abigail Cooper,PYZ,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
2057,15-Apr-21,,Production Technician I,Amanda Jones,WBL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
2058,17-Apr-22,03-Jun-22,Production Technician I,Stephanie Morales,NEL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
2059,29-Jul-23,06-Aug-23,Production Technician I,Sally Owens,PL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,General - Con,Laborer,Fully Meets,3
2060,26-Jan-23,,Production Technician I,David Perkins,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Tower Hand,Fully Meets,3
2061,12-Dec-18,,Production Technician I,Natasha Dennis,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,Field Project Manager,Fully Meets,3
2062,25-Oct-18,,Production Technician I,Regina Roberts,SVG,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,Laborer,Fully Meets,3
2063,20-May-21,,Production Technician I,Raymond Johnson,EW,Active,Contract,Zone B,Full-Time,Production       ,Aerial,Groundman,Fully Meets,3
2064,28-Aug-20,26-Dec-20,Production Technician I,Nicholas Freeman,MSC,Active,Part-Time,Zone C,Full-Time,Production       ,Finance & Accounting,Executive,Fully Meets,3
2065,10-May-20,,Production Technician II,Yesenia Sandoval,EW,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
2066,04-Aug-23,04-Aug-23,Production Technician II,Lisa Bryant,MSC,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,Manager,Fully Meets,3
2067,22-Apr-22,,Production Technician II,Ariana Campbell MD,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,Project Manager,Fully Meets,3
2068,05-Jun-21,,Production Technician II,William Mccall DDS,PL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
2069,29-Jun-22,,Production Technician II,William Wagner,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,Manager,Fully Meets,3
2070,02-Jul-22,,Production Technician II,David Collins,SVG,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Operator,Fully Meets,3
2071,04-Jan-23,,Production Technician II,Jessica Matthews,TNS,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,Laborer,Fully Meets,3
2072,08-Jul-23,,Production Technician II,William Walters,WBL,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,Engineer,Fully Meets,3
2073,03-Mar-23,06-Aug-23,Production Technician II,Daniel Lee,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Manager,Fully Meets,3
2074,19-Aug-19,,Production Technician II,Michelle Williams,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Supervisor,Fully Meets,3
2075,30-Oct-18,,Production Technician I,Vicki Ortega,NEL,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,Manager,Fully Meets,3
2076,07-Dec-21,02-Jan-23,Production Technician I,David Simpson,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Project Manager,Fully Meets,3
2077,18-Nov-20,13-Feb-21,Production Technician I,Christina Serrano,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,Foreman,Fully Meets,3
2078,26-Sep-18,15-Oct-19,Production Technician I,Yolanda Sanders,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
2079,19-Jun-22,,Production Technician I,Michael Potts,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,Flagger,Fully Meets,3
2080,15-Sep-22,14-Feb-23,Production Technician I,Alexander Martin,WBL,Active,Contract,Zone B,Temporary,Production       ,Catv,Supervisor,Fully Meets,3
2081,09-May-20,,Production Technician I,Kaylee Gross,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Engineers,Supervisor,Fully Meets,3
2082,17-Feb-21,,Production Technician I,Antonio Hayes,CCDR,Active,Contract,Zone C,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
2083,12-Apr-20,,Production Technician I,Barbara Mendez,EW,Active,Contract,Zone C,Temporary,Production       ,Engineers,Technician,Fully Meets,3
2084,30-Mar-21,,Production Technician I,Steven Phelps,MSC,Active,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,Assistant,Fully Meets,3
2085,05-May-19,11-Jan-22,Production Technician I,Dana Parker,NEL,Active,Contract,Zone C,Full-Time,Production       ,Engineers,Engineer,Fully Meets,3
2086,31-May-21,12-Nov-21,Production Technician I,Steven Short,PL,Active,Contract,Zone A,Part-Time,Production       ,General - Con,Laborer,Fully Meets,3
2087,21-Nov-19,24-Jun-20,Production Technician I,Drew Hawkins,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
2088,19-Jul-19,,Production Technician I,Wendy Adams,SVG,Active,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),Coordinator,Fully Meets,3
2089,29-Dec-18,04-Jul-20,Production Technician I,Zachary Hanson,TNS,Active,Contract,Zone C,Part-Time,Production       ,Technology / It,Director,Fully Meets,3
2090,12-Jan-23,,Production Technician II,Michelle Dickerson,EW,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,Assistant,Fully Meets,3
2091,25-Nov-22,,Production Technician II,Christopher Wallace,MSC,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Locator,Fully Meets,3
2092,13-Nov-19,,Production Technician II,Sean Jones,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
2093,08-Sep-20,24-Aug-22,Production Technician II,Harold Mccullough,PL,Active,Contract,Zone A,Temporary,Production       ,General - Con,Technician,Fully Meets,3
2094,16-Jun-19,07-Sep-21,Production Technician II,Andrew Norton,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Groundman,Fully Meets,3
2095,14-Jul-23,16-Jul-23,Production Technician II,Allen Mckinney,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,Manager,Fully Meets,3
2096,18-Jul-23,,Production Technician II,Stephen Knight,TNS,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,Construction Manager,Fully Meets,3
2097,06-Dec-18,09-Apr-19,Production Technician II,Kenneth Mathews,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,Aerial,Lineman,PIP,2
2098,15-Jul-20,,Production Technician II,Robert Mercado,BPC,Active,Part-Time,Zone B,Temporary,Production       ,Catv,Laborer,PIP,5
2099,30-Oct-18,,Production Technician I,Victor Graves DVM,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,General - Sga,Vp,PIP,4
2100,13-Sep-22,,Production Technician I,Tracey Jackson,CCDR,Active,Contract,Zone A,Temporary,Production       ,Aerial,Coordinator,Exceeds,4
2101,28-Dec-22,13-May-23,Production Technician I,Sarah Carter,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Fielders,Engineer,PIP,5
2102,24-Mar-23,,Production Technician I,Jose Harris,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Driller,Exceeds,2
2103,02-Oct-20,,Production Technician I,Stephen Lester,MSC,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Construction Manager,Exceeds,5
2104,14-Sep-20,,Production Technician I,Ana Trujillo,TNS,Active,Contract,Zone A,Temporary,Production       ,Field Operations,Laborer,Exceeds,2
2105,19-Jan-20,,Production Technician I,Jennifer Campbell,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,General - Sga,Supervisor,Needs Improvement,4
2106,14-Apr-19,20-Jan-23,Production Technician I,Timothy Walters,WBL,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,Foreman,Exceeds,2
2107,02-Jun-23,24-Jul-23,Production Technician I,Jesse Gilmore,NEL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,Project Manager,Exceeds,1
2108,09-May-22,03-Jan-23,Production Technician I,Austin Brown,PL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,Driller,Needs Improvement,2
2109,23-Feb-21,,Production Technician I,Jeremiah Harper,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Tower Hand,Exceeds,5
2110,04-Jun-21,,Production Technician I,Jessica Shaffer,CCDR,Active,Contract,Zone C,Temporary,Production       ,General - Sga,Vp,Exceeds,4
2111,29-Mar-22,30-Jul-22,Production Technician I,Sharon Salas,SVG,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,Lineman,Needs Improvement,5
