title,author,date
Arianespace cancels Ariane 5 launch over ISRO satellite issue,Caleb Henry,"April 24, 2018"
DIUx invites traditional and nontraditional defense contractors to build prototypes,Debra Werner,"April 24, 2018"
"Speedcast posts 136 percent revenue jump, seeks debt refinancing",Caleb Henry,"April 23, 2018"
"To keep foothold in government market, satellite imaging companies have to gain trust",Sandra Erwin,"April 23, 2018"
Bridenstine sworn in as NASA administrator,Jeff Foust,"April 23, 2018"
Defense intelligence chief: ‘A lot of technology remains untapped’,Sandra Erwin,"April 23, 2018"
"With Hylas-4 in orbit, Avanti hopes to take lead in African HTS",Caleb Henry,"April 23, 2018"
"NGA assembles jigsaw puzzle of diverse commercial, government geospatial data sets",Debra Werner,"April 23, 2018"
"Debris removal missions face technical, legal and financial hurdles",Debra Werner,"April 23, 2018"
Space industry expresses support for Bridenstine’s confirmation,Jeff Foust,"April 22, 2018"
"Boeing, Lockheed, ULA corner the government-funded space market. SpaceX moving up",Sandra Erwin,"April 22, 2018"
A test for Air Force space technology buyers: Fast prototyping,Sandra Erwin,"April 21, 2018"
"Single space payload seeking shared condo, orbital slot",Debra Werner,"April 20, 2018"
Lockheed Martin working to lower Orion costs,Jeff Foust,"April 20, 2018"
Air Force and NRO forge close ties overall and for SSA,Debra Werner,"April 19, 2018"
Global VSAT Forum’s David Hartshorn resigning,Caleb Henry,"April 19, 2018"
One way to measure China’s rise as a space power: Patent applications,Sandra Erwin,"April 19, 2018"
Eutelsat completes $373 million Hispasat divestiture,Caleb Henry,"April 19, 2018"
Senate votes to confirm Bridenstine as NASA administrator,Jeff Foust,"April 19, 2018"
"Harris says its weather sensors fit Air Force budget, schedule",Debra Werner,"April 19, 2018"
Arianespace to launch Japanese broadcast satellite,Caleb Henry,"April 19, 2018"
DARPA announces responsive launch prize competition,Jeff Foust,"April 19, 2018"
Proton launches Russian defense comms satellite,Caleb Henry,"April 19, 2018"
"Taco Bell Space Station? It’s possible, panelists say",Debra Werner,"April 19, 2018"
Dutch firm Cosine releases first images from hyperspectral camera aboard nanosatellite,Brian Berger,"April 19, 2018"
"As space business grows, Ruag ramps up U.S. manufacturing",Sandra Erwin,"April 19, 2018"
York Space Systems to use Ruag Space small satellite payload adapter,Debra Werner,"April 18, 2018"
NASA Exploration Campaign opens new opportunities for science,Jeff Foust,"April 18, 2018"
Falcon 9 launches NASA exoplanet hunter,Jeff Foust,"April 18, 2018"
Boeing to accelerate production of WGS satellites,Sandra Erwin,"April 18, 2018"
"Startup with SoftBank, Airbus investment planning video constellation with several hundred satellites",Caleb Henry,"April 18, 2018"
Open Cosmos raises $7M in Series A funding round,Debra Werner,"April 18, 2018"
Lightfoot calls for enlightened approach to risk management at NASA,Jeff Foust,"April 18, 2018"
Sierra Nevada weighing options for launching future Dream Chaser missions,Jeff Foust,"April 18, 2018"
Boeing bows out of GPS 3 competition,Sandra Erwin,"April 18, 2018"
House committee approved revised NASA authorization bill,Jeff Foust,"April 18, 2018"
"International SSA agreements could pave the way for further space cooperation, panelists said",Debra Werner,"April 18, 2018"
34th Space Symposium: A different mood • DoD’s Kitay talks space policy • Orbital ATK’s new rocket name revealed,Sandra Erwin,"April 18, 2018"
Missile defense engineer takes over Lockheed Martin’s space technology lab,Sandra Erwin,"April 18, 2018"
Rise of the megaconstellations breathes life into active debris removal schemes,Debra Werner,"April 18, 2018"
SMC 2.0: Air Force begins major reorganization of acquisition offices,Sandra Erwin,"April 17, 2018"
Air Force moves to expand international military space coalition,Sandra Erwin,"April 17, 2018"
Kitay: U.S. leadership in space requires ‘whole of government’ strategy,Sandra Erwin,"April 17, 2018"
Military leaders: National security space shown the love,Sandra Erwin,"April 17, 2018"
Commerce Department ready to add space traffic management to growing space role,Jeff Foust,"April 17, 2018"
"NRO aims to move fast by relying on commercial products, expanding internal research and development",Debra Werner,"April 17, 2018"
FCC commissioner questions regulator’s omission from National Space Council,Caleb Henry,"April 17, 2018"
Technical issue delays next Rocket Lab Electron launch,Jeff Foust,"April 17, 2018"
"S7 closes Sea Launch purchase, future rocket TBD",Caleb Henry,"April 17, 2018"
Spaceflight books launch slots on two Arianespace Vega missions,Caleb Henry,"April 17, 2018"
Space Law Workshop exposes rift in legal community over national authority to sanction space mining,Debra Werner,"April 17, 2018"
Senate moving towards vote on Bridenstine nomination,Jeff Foust,"April 17, 2018"
Companies look to Trump administration to further ease export rules for space technology,Debra Werner,"April 17, 2018"
Orbital ATK selects Aerojet Rocketdyne’s RL10C for newly christened OmegA rocket,Sandra Erwin,"April 16, 2018"
Commerce to take responsibility for space traffic management under new policy,Jeff Foust,"April 16, 2018"
Raytheon says VIIRS could meet DoD weather requirements without further development,Debra Werner,"April 16, 2018"
Stratolaunch planning first aircraft flight this summer,Jeff Foust,"April 16, 2018"
AsiaSat CEO Andrew Jordan stepping down,Caleb Henry,"April 16, 2018"
Why Sierra Nevada’s owners are betting big on Dream Chaser,Debra Werner,"April 16, 2018"
China reveals cause of Long March 5 failure; lunar sample mission to follow return-to-flight,Andrew Jones,"April 16, 2018"
"A year later, a new political reality for military space",Sandra Erwin,"April 16, 2018"
Pentagon procurement chief Ellen Lord cautiously optimistic about OCX,Sandra Erwin,"April 14, 2018"
Space as a national security concern is hard to explain,Sandra Erwin,"April 14, 2018"
NASA authorization bill increases emphasis on commercial partnerships,Jeff Foust,"April 13, 2018"
FCC issues warning in wake of Swarm’s unauthorized launch,Caleb Henry,"April 13, 2018"
Environmental group plans satellite to track greenhouse gas emissions,Jeff Foust,"April 13, 2018"
NASA may extend space station missions to address potential commercial crew delays,Jeff Foust,"April 13, 2018"
Pence to make space policy speech at Space Symposium,Jeff Foust,"April 12, 2018"
"In the Trump administration, deep mistrust of Chinese, Russian motives in space",Sandra Erwin,"April 12, 2018"
Bullish Globalstar investor offers $150 million loan to offset operator’s financial troubles,Caleb Henry,"April 12, 2018"
"Space ventures raise nearly $1 billion in first quarter of 2018, led by SpaceX",Jeff Foust,"April 12, 2018"
"Mattis to decide future of nuclear command, control and communications",Sandra Erwin,"April 11, 2018"
"Baikonur Cosmodrome can support polar launches with Proton Medium, ILS says",Caleb Henry,"April 11, 2018"
Two commercial suborbital launches delayed,Jeff Foust,"April 11, 2018"
SN Military.Space | Space Command No. 2 takes office • NRO leading the way in innovation • Satellite as weapons in infowars,Sandra Erwin,"April 11, 2018"
"Analysts: Space weapons proliferating, there is more congestion and competition",Sandra Erwin,"April 11, 2018"
Scientists and entrepreneurs lobby for NASA lunar program,Jeff Foust,"April 11, 2018"
NASA selects planetary science director as new chief scientist,Jeff Foust,"April 10, 2018"
Pentagon advisory panel: DoD could take a page from SpaceX on software development,Sandra Erwin,"April 10, 2018"
U.K. Space Industry Act to future-proof against Brexit,Tereza Pultarova,"April 10, 2018"
SpaceX proposes to conduct Dragon splashdowns in Gulf of Mexico,Jeff Foust,"April 10, 2018"
NASA studying sensor issue with Parker Solar Probe,Jeff Foust,"April 9, 2018"
Another reason space is a battleground: Satellites will be key weapons in the fight against fake news,Sandra Erwin,"April 9, 2018"
"Falcon 9 slated to launch Iridium, GRACE-FO satellites May 19",Caleb Henry,"April 9, 2018"
Leidos bests Raytheon for FAA hosted payload contract,Caleb Henry,"April 9, 2018"
"U.S. military trying to be a player, not a bystander, in the new space race",Sandra Erwin,"April 8, 2018"
Help wanted to operate and maintain Air Force deep space telescopes,Sandra Erwin,"April 7, 2018"
Wall Street analysts balk at Viasat-Eutelsat split on European broadband,Caleb Henry,"April 6, 2018"
NASA studies extending Boeing commercial crew test flight to support ISS,Jeff Foust,"April 6, 2018"
Ariane 5 lofts two long-awaited telecom satellites,Caleb Henry,"April 5, 2018"
Startup announces plans for low-cost commercial space station,Jeff Foust,"April 5, 2018"
"SN Military.Space | DoD elated by budget hike, but good times may not last • USAF ready to ‘go fast’ in space • Three-star space commander swearing in",Sandra Erwin,"April 5, 2018"
"Eutelsat ditches ViaSat-3 investment, buys half-terabit satellite from Thales Alenia Space",Caleb Henry,"April 5, 2018"
Second SpaceShipTwo performs first powered test flight,Jeff Foust,"April 5, 2018"
"Lunar X Prize competition to restart, without prize",Jeff Foust,"April 5, 2018"
Virgin Orbit aims to offer responsive launch and constellation maintenance services,Debra Werner,"April 5, 2018"
NOAA speeds up remote sensing license reviews amid broader regulatory changes,Jeff Foust,"April 5, 2018"
"DNI Coats: Enemies are developing advanced technology, space weapons. ‘We have to up our game’",Sandra Erwin,"April 4, 2018"
Rocket Lab sets date for first commercial launch,Jeff Foust,"April 4, 2018"
Astra Space preparing for suborbital test launch,Jeff Foust,"April 3, 2018"
"Pentagon reports rising costs for GPS terminals, ground control system",Sandra Erwin,"April 3, 2018"
NOAA explains restriction on SpaceX launch webcast,Jeff Foust,"April 3, 2018"
Global Eagle looks abroad for new aviation business,Caleb Henry,"April 3, 2018"
"Military’s focus on space a boon for cloud, IT companies",Sandra Erwin,"April 3, 2018"
"Q&A: Air Force Gen. John Hyten says U.S. space strategy, budget moving ‘down the right path’",Sandra Erwin,"April 3, 2018"
SpaceX launches reused Dragon to ISS,Jeff Foust,"April 2, 2018"
Chinese space program insights emerge from National People’s Congress,Andrew Jones,"April 2, 2018"
"Proton, Soyuz engine reinspections complete, Roscosmos says",Caleb Henry,"April 2, 2018"
Tiangong-1 reenters over South Pacific,Jeff Foust,"April 2, 2018"
"Wilson: Space programs can move faster, but Congress has to tolerate some failures",Sandra Erwin,"April 1, 2018"
Air Force: It’s time to pull the plug on JSTARS; Congress: Not so fast,Sandra Erwin,"March 31, 2018"
SN Military.Space | Faster acquisitions a ‘daunting task’ for DoD; Satellite comms: What does DoD want?,Sandra Erwin,"March 31, 2018"
NASA considers acquiring more than one gateway propulsion module,Jeff Foust,"March 30, 2018"
Falcon 9 deploys Iridium satellites after SpaceX ends video citing NOAA’s orders,Caleb Henry,"March 30, 2018"
Iridium Next enters the homestretch,Jeff Foust,"March 30, 2018"
"FCC approves SpaceX constellation, denies waiver for easier deployment deadline",Caleb Henry,"March 29, 2018"
National security think tank recommends military invest in small-satellite networks,Sandra Erwin,"March 29, 2018"
World View raises $26.5 million for near-space balloon systems,Jeff Foust,"March 29, 2018"
Thaicom hires new CEO,Caleb Henry,"March 29, 2018"
Blue Origin switches engines for New Glenn second stage,Caleb Henry,"March 29, 2018"
Goldfein: Air staff ‘excited’ about new three-star space commander,Sandra Erwin,"March 29, 2018"
"Without Amos-8, IAI angling for government lifeline in telecom satellite manufacturing",Caleb Henry,"March 29, 2018"
Europa lander concept redesigned to lower cost and complexity,Jeff Foust,"March 29, 2018"
WFIRST work continues despite budget and schedule uncertainty,Jeff Foust,"March 28, 2018"
Surprise addition of military satellites to DoD budget irks commercial industry,Sandra Erwin,"March 27, 2018"
AsiaSat “cautiously optimistic” as revenues rebound,Caleb Henry,"March 27, 2018"
NASA delays JWST launch to 2020,Jeff Foust,"March 27, 2018"
Relativity closes $35 million Series B round,Jeff Foust,"March 27, 2018"
Efforts underway to ease Florida’s Space Coast launch congestion,Jeff Foust,"March 27, 2018"
NASA weighs changes to space technology programs and organization,Jeff Foust,"March 27, 2018"
"Space communications: As the industry launches new products, military can’t decide what to buy",Sandra Erwin,"March 26, 2018"
SSL bags Amos-8 and BSAT-4b manufacturing contracts,Caleb Henry,"March 26, 2018"
Air Force stakes future on privately funded launch vehicles. Will the gamble pay off?,Sandra Erwin,"March 25, 2018"
New National Space Strategy emphasizes “America first” policies,Jeff Foust,"March 24, 2018"
Scepter Inc. unveils plan for global atmospheric monitoring constellation,Debra Werner,"March 23, 2018"
Exos Aerospace prepares for first suborbital launch,Jeff Foust,"March 23, 2018"
Japan to modernize spaceport launch pads to support H3 rocket,Caleb Henry,"March 23, 2018"
House committee advances two space bills,Jeff Foust,"March 22, 2018"
Omnibus spending bill funds big-ticket military communications satellites that DoD did not request,Sandra Erwin,"March 22, 2018"
Zero 2 Infinity gets 3D-printed engine part for Bloostar launch vehicle,Caleb Henry,"March 22, 2018"
Omnibus bill increases funding for NOAA weather satellite and space weather programs,Jeff Foust,"March 22, 2018"
NASA receives $20.7 billion in omnibus appropriations bill,Jeff Foust,"March 22, 2018"
Some fresh tidbits on the U.S. military space budget,Sandra Erwin,"March 21, 2018"
Belgian court punches hole in Inmarsat’s European Aviation Network,Caleb Henry,"March 21, 2018"
ESA to investigate links between debris removal and satellite servicing,Debra Werner,"March 21, 2018"
"Hyten: To keep edge in space, military needs cheaper launch costs, faster satellite development",Sandra Erwin,"March 21, 2018"
Relativity reaches deal to use Stennis test stand,Jeff Foust,"March 21, 2018"
Space Force takes Capitol Hill by storm • What is the true cost of space programs? • Space budget deep dive,Sandra Erwin,"March 21, 2018"
New fund to boost Japanese space startups,Jeff Foust,"March 21, 2018"
Alaskan spaceport to host secretive commercial launch,Jeff Foust,"March 20, 2018"
Updated schedule for JWST expected next week,Jeff Foust,"March 20, 2018"
House members call on Senate to confirm Bridenstine as NASA administrator,Jeff Foust,"March 20, 2018"
"OneWeb asks FCC to authorize 1,200 more satellites",Caleb Henry,"March 20, 2018"
NASA to allow nuclear power systems for next Discovery mission,Jeff Foust,"March 20, 2018"
Spacecom less than two months from Amos-8 purchase,Caleb Henry,"March 20, 2018"
Is the cost of military space programs going up or down? Depends on how you count,Sandra Erwin,"March 19, 2018"
Smallsat launch providers face pricing pressure from Chinese vehicles,Jeff Foust,"March 19, 2018"
DoD and interagency group looking to step up collaboration on space technology,Sandra Erwin,"March 18, 2018"
"Loral warns of possible Telesat legal battle, Xtar restructuring",Caleb Henry,"March 16, 2018"
Space situational awareness experts urge Russia to join orbital neighborhood watch,Caleb Henry,"March 16, 2018"
NASA investigation linked 2015 Falcon 9 failure to design error,Jeff Foust,"March 16, 2018"
"Air Force is spending more on space, but modernization path still a big question",Sandra Erwin,"March 16, 2018"
Defense official: Trump is serious about creating a space force,Sandra Erwin,"March 15, 2018"
Negotiations continue on final 2018 omnibus spending bill,Jeff Foust,"March 15, 2018"
Senate confirms DeWit as NASA CFO,Jeff Foust,"March 15, 2018"
ULA to focus more attention on commercial launch market,Jeff Foust,"March 14, 2018"
Space component suppliers endangered by GEO order slowdown,Caleb Henry,"March 14, 2018"
House members energized by Trump’s sudden attention to space warfare,Sandra Erwin,"March 14, 2018"
Air Force awards big launch contracts to SpaceX and ULA,Sandra Erwin,"March 14, 2018"
Lightfoot expects few NASA changes despite leadership uncertainty,Jeff Foust,"March 14, 2018"
Satellite capacity prices down 60 percent in some cases and still dropping,Caleb Henry,"March 14, 2018"
Satellite communications industry prepares response to future disasters,Debra Werner,"March 14, 2018"
St. Helena looks to unlikely patron to pay its subsea cable bill: the satellite industry,Debra Werner,"March 14, 2018"
China’s Long March 5 heavy-lift rocket to fly again around November in crucial test,Andrew Jones,"March 14, 2018"
Orbital ATK unveils new version of satellite servicing vehicle,Jeff Foust,"March 14, 2018"
LEO and MEO broadband constellations mega source of consternation,Caleb Henry,"March 13, 2018"
Satellite startup promises communications network that can’t be hacked,Sandra Erwin,"March 13, 2018"
Trump: U.S. should have a ‘space force’,Sandra Erwin,"March 13, 2018"
Spaceflight raises $150 million for BlackSky constellation,Jeff Foust,"March 13, 2018"
Air Force secretary raises space awareness inside Pentagon; Startups grab spotlight at satellite industry’s annual DC trade show,Sandra Erwin,"March 13, 2018"
SoftBank says GEO operators besides Intelsat can sell OneWeb capacity,Caleb Henry,"March 13, 2018"
Sea Launch CEO Sergey Gugkaev to leave company when S7 purchase closes,Caleb Henry,"March 13, 2018"
Key technologies the commercial satellite constellations need are on the horizon,Debra Werner,"March 13, 2018"
Industry worried about regulatory backlash after unauthorized cubesat launch,Jeff Foust,"March 13, 2018"
Mysteries surrounding July 14 Soyuz flight solved? Not quite.,Debra Werner,"March 12, 2018"
U.S. military a potential big customer for satellite industry’s new low-cost terminals,Sandra Erwin,"March 12, 2018"
Blue Origin signs Sky Perfect JSAT as fourth New Glenn launch customer,Caleb Henry,"March 12, 2018"
NASA Acting Administrator Lightfoot to retire,Jeff Foust,"March 12, 2018"
New talent hard to come by for space companies,Caleb Henry,"March 12, 2018"
Effective Space reserves ILS Proton rideshare for two satellite servicers,Caleb Henry,"March 12, 2018"
Musk reiterates plans for testing BFR,Jeff Foust,"March 12, 2018"
Planetary Resources revising plans after funding setback,Jeff Foust,"March 12, 2018"
U.S. satellite manufacturers to discuss impact of Trump’s metal tariffs,Sandra Erwin,"March 10, 2018"
"Insurance firm paid Astro Digital’s claim for lost cubesats, sources said",Debra Werner,"March 9, 2018"
FAA releases draft environmental assessment of proposed Georgia spaceport,Jeff Foust,"March 9, 2018"
O3b MEO constellation grows to 16 with latest Soyuz launch,Caleb Henry,"March 9, 2018"
"Global Eagle raises $150 million, appoints new CEO",Caleb Henry,"March 9, 2018"
Trump praises commercial space at Cabinet meeting,Jeff Foust,"March 9, 2018"
Gen. Hyten wants more allies to fight alongside U.S. in space,Sandra Erwin,"March 8, 2018"
"LEO momentum builds with Eutelsat smallsat purchase, Optus-Telesat partnership",Caleb Henry,"March 8, 2018"
Congressmen criticize stalled NASA administrator nomination,Jeff Foust,"March 7, 2018"
"Air Force changing how it buys weapons and satellites, but software still a headache",Sandra Erwin,"March 7, 2018"
House members question balance of NASA programs in 2019 budget proposal,Jeff Foust,"March 7, 2018"
Surge of new space companies has impressed even veteran industry observers,Jeff Foust,"March 7, 2018"
Safety panel warns of “bottleneck” of reviews for exploration and commercial crew vehicles,Jeff Foust,"March 7, 2018"
Aerospace Corp.’s iLab encourages out-of-the-box thinking without leaving home,Debra Werner,"March 7, 2018"
"Classified cyber event focuses on common threats, common solutions",Debra Werner,"March 7, 2018"
Griffin rails at DoD procurement culture: ‘We make things expensive that don’t need to be’,Sandra Erwin,"March 6, 2018"
SN Military.Space | Lockheed going after future SBIRS; USAF to bring warrior mentality to space; DARPA’s plan to kill Battlestar Galactica,Sandra Erwin,"March 6, 2018"
SES’s departing CEO takes job at UAE cybersecurity firm,Caleb Henry,"March 6, 2018"
"Polish Space Agency eyes $420M program to develop satellites, space R&D",Jarosław Adamowski,"March 6, 2018"
DoD delivers report to Congress on space reforms: Air Force acquisition system a big problem,Sandra Erwin,"March 6, 2018"
First BlackSky operational satellite ready for launch,Jeff Foust,"March 6, 2018"
NASA sees strong international interest in lunar exploration plans,Jeff Foust,"March 6, 2018"
"SpaceX launches Hispasat satellite, completes 50th Falcon 9 mission",Caleb Henry,"March 6, 2018"
"Lockheed CEO: To lead in space, U.S. needs globally competitive industry",Sandra Erwin,"March 5, 2018"
Xtar hires Comtech exec as CEO,Caleb Henry,"March 5, 2018"
Commerce Department pressing ahead with commercial space regulatory reform,Jeff Foust,"March 5, 2018"
BE-4 engine tests continue as ULA waits to make Vulcan engine decision,Jeff Foust,"March 3, 2018"
Air Force tries to create a warrior culture in space,Sandra Erwin,"March 3, 2018"
Telesat touts LEO constellation over M&A as best growth strategy,Caleb Henry,"March 2, 2018"
Globalstar plays up spectrum strategy as debt deadline looms,Caleb Henry,"March 2, 2018"
New exploration roadmap to be topic of space agencies meeting,Jeff Foust,"March 2, 2018"
Atlas launches GOES-S weather satellite,Jeff Foust,"March 1, 2018"
"DARPA sees clear path to faster, cheaper space technology",Sandra Erwin,"March 1, 2018"
"Kratos, bullish on satellite communications, in talks with LEO constellations",Caleb Henry,"March 1, 2018"
Startup plans to provide broadband using small GEO satellites,Jeff Foust,"March 1, 2018"
GAO warns JWST could face more delays and cost overruns,Jeff Foust,"March 1, 2018"
NASA no longer seeking to develop second mobile launcher for SLS,Jeff Foust,"February 28, 2018"
"Chairman Rogers: space corps needed more than ever, Air Force ‘in denial’",Sandra Erwin,"February 28, 2018"
Sky Perfect Jsat investing $4.5 million in maritime satcom company KVH,Caleb Henry,"February 28, 2018"
Massive review of the defense industry nears completion;Air Force steps up rhetoric on China’s space challenge,Sandra Erwin,"February 28, 2018"
Canada budgets a boost for LEO broadband constellations,David Pugliese,"February 28, 2018"
Falcon 9 launch to wait until after Atlas 5 mission,Jeff Foust,"February 28, 2018"
Senators press administration for ISS transition plan,Jeff Foust,"February 27, 2018"
Head of FAA commercial space office to retire,Jeff Foust,"February 27, 2018"
"Northrop Grumman moves ahead with new ICBM design, impact of Orbital merger still unclear",Sandra Erwin,"February 27, 2018"
Stratolaunch aircraft edges closer to first flight,Jeff Foust,"February 27, 2018"
Viasat taps into Brazilian market with Telebras pact,Caleb Henry,"February 26, 2018"
Iridium raising new debt to cover late Aireon payments,Caleb Henry,"February 26, 2018"
New NASA planetary protection officer seeks greater cooperation with human and commercial missions,Jeff Foust,"February 26, 2018"
KBR to acquire NASA contractor SGT,Jeff Foust,"February 26, 2018"
Air Force space laboratory invites companies to pitch ideas,Sandra Erwin,"February 25, 2018"
Air Force Chief Goldfein: ‘We’ll be fighting from space in a matter of years’,Sandra Erwin,"February 24, 2018"
NASA Mars exploration efforts turn to operating existing missions and planning sample return,Jeff Foust,"February 23, 2018"
"Bad coordinates led Ariane 5 launch astray, investigators conclude",Caleb Henry,"February 23, 2018"
Key hurdle cleared for York Space Systems and U.S. Army small satellite launch,Debra Werner,"February 22, 2018"
Space strategy review could lead to changes in how Air Force buys technologies,Sandra Erwin,"February 22, 2018"
NASA’s new carbon-monitoring instruments promise first-class science at steerage-class prices,Debra Werner,"February 22, 2018"
NASA budget proposal continues debate on when and how to launch Europa Clipper,Jeff Foust,"February 22, 2018"
"As space launch business heats up in Florida, Air Force commander Wayne Monteith tries to break records",Sandra Erwin,"February 22, 2018"
Wilson: Airmen must get creative if they want to beat China and Russia,Sandra Erwin,"February 22, 2018"
SpaceX launches pair of its demo internet satellites with Spanish radar satellite,Caleb Henry,"February 22, 2018"
Council discusses space threats and opportunities posed by China,Jeff Foust,"February 22, 2018"
"Army’s imaging satellite up and running, but its future is TBD",Sandra Erwin,"February 21, 2018"
"Smallsat ground station operators expect consolidation, eye new antennas, optical links",Caleb Henry,"February 21, 2018"
National Space Council backs incremental space regulatory reform,Jeff Foust,"February 21, 2018"
Air Force space budget choices under scrutiny; SecAF Wilson explains why SBIRS and JSTARS must go,Sandra Erwin,"February 21, 2018"
Will ThinSats inspire the next generation of engineers and scientists?,Debra Werner,"February 21, 2018"
NASA foresees human lunar landings by the late 2020s,Jeff Foust,"February 21, 2018"
Satellite communications firms remain vigilant as cyber threats evolve,Debra Werner,"February 20, 2018"
Bigelow Aerospace establishes space operations company to look at commercial space station market,Jeff Foust,"February 20, 2018"
"Foust Forward | SpaceX, Rocket Lab seize the spotlight but miss an opportunity",Jeff Foust,"February 20, 2018"
Vector planning first orbital launch this summer,Jeff Foust,"February 20, 2018"
Regulatory reform to be a topic of next National Space Council meeting,Jeff Foust,"February 19, 2018"
The end of SBIRS: Air Force says it’s time to move on,Sandra Erwin,"February 19, 2018"
Plan to modernize air and space systems takes Air Force out of its comfort zone,Sandra Erwin,"February 19, 2018"
CASIS president to step down,Jeff Foust,"February 19, 2018"
Telesat to announce manufacturing plans for LEO constellation in coming months,Jeff Foust,"February 18, 2018"
NASA certifies Falcon 9 for science missions,Jeff Foust,"February 16, 2018"
"Eutelsat CEO optimistic on shorter broadcast contracts, OTT potential",Caleb Henry,"February 16, 2018"
Air Force and Aerojet Rocketdyne renegotiating AR1 agreement,Jeff Foust,"February 16, 2018"
Canadian Space Agency president not surprised by NASA ISS transition plans,Jeff Foust,"February 15, 2018"
Gilat courts mobile telcos with self-funded satellite networks,Caleb Henry,"February 15, 2018"
Pentagon budget funds ‘small launch services’ to gain greater access to space,Sandra Erwin,"February 15, 2018"
Viasat says ViaSat-2 business plan intact despite antenna glitch,Caleb Henry,"February 15, 2018"
UN committee approves space sustainability guidelines,Jeff Foust,"February 15, 2018"
FCC chairman urges approval for SpaceX’s satellite internet constellation,Caleb Henry,"February 14, 2018"
U.S. intelligence: Russia and China will have ‘operational’ anti-satellite weapons in a few years,Sandra Erwin,"February 14, 2018"
NOAA budget proposal restores schedule for future JPSS satellites,Jeff Foust,"February 14, 2018"
Planet sets deadline for Canadian ground station license,Jeff Foust,"February 13, 2018"
"SN Military.Space | DoD space budget: Billions for next-gen satellites, launch vehicles; New funding lines for ‘rapid acquisitions’",Sandra Erwin,"February 13, 2018"
Air Force to acquire new jam-resistant GPS satellites,Sandra Erwin,"February 13, 2018"
"Pentagon space budget shaped by threats from Russia, China",Sandra Erwin,"February 12, 2018"
NASA budget proposal seeks to cancel WFIRST,Jeff Foust,"February 12, 2018"
"O3b’s Steve Collar to lead SES, Karim Michel Sabbagh stepping down",Caleb Henry,"February 12, 2018"
DARPA planning responsive launch competition,Jeff Foust,"February 12, 2018"
"NASA budget proposal plans end of NASA funding of ISS, seeks commercial transition",Jeff Foust,"February 11, 2018"
Space station supporters prepare for budget battle,Jeff Foust,"February 9, 2018"
Largest cubesat operators say 25-year deorbit guideline a priority,Caleb Henry,"February 9, 2018"
"SES allies with Intelsat, Intel on revised US C-band proposal",Caleb Henry,"February 9, 2018"
NASA studying commercial crew contingency plans,Jeff Foust,"February 9, 2018"
ESA awards five smallsat launcher study contracts,Caleb Henry,"February 8, 2018"
Lockheed Martin posts satellite data online to lure space entrepreneurs,Sandra Erwin,"February 8, 2018"
The still-unrealized promise of commercial Earth science data,Caleb Henry,"February 8, 2018"
Sierra Nevada gets NASA approval for first Dream Chaser ISS cargo mission,Jeff Foust,"February 8, 2018"
Judge rejects motion to dismiss SSL-Orbital ATK suit,Jeff Foust,"February 8, 2018"
Military certification the next big test for Falcon Heavy,Sandra Erwin,"February 7, 2018"
"At White House briefing room, Mattis appeals to Congress to pass two-year budget deal",Sandra Erwin,"February 7, 2018"
International ground stations tricky for smallsat operators to license,Caleb Henry,"February 7, 2018"
Mattis incensed there’s still no budget – DepSecDef at Space Command – Military pulling for Falcon Heavy,Sandra Erwin,"February 7, 2018"
SpaceX wins accolades for Falcon Heavy success,Jeff Foust,"February 7, 2018"
Don’t expect deep discounts on preflown SpaceX boosters,Debra Werner,"February 6, 2018"
Updated | SpaceX successfully launches Falcon Heavy,Jeff Foust,"February 6, 2018"
"SoftBank interested in more satellite, OneWeb-related investments",Caleb Henry,"February 6, 2018"
JWST optics and instruments arrive in California,Jeff Foust,"February 6, 2018"
SpaceX no longer planning crewed missions on Falcon Heavy,Jeff Foust,"February 5, 2018"
SpaceX set for Falcon Heavy debut,Jeff Foust,"February 5, 2018"
"Inmarsat, Deutsche Telekom complete European Aviation Network",Caleb Henry,"February 5, 2018"
First-ever Earth science decadal survey was a call to action,Debra Werner,"February 5, 2018"
A changing Earth science decadal for a changing Earth,Jeff Foust,"February 5, 2018"
Nuclear strategy raises new questions about the security of critical communications networks,Sandra Erwin,"February 3, 2018"
SpaceX receives launch license for first Falcon Heavy launch,Jeff Foust,"February 3, 2018"
Trump administration continues support of outer space norms of behavior,Jeff Foust,"February 2, 2018"
"Global Eagle submits overdue SEC filings, details $223 million loss",Caleb Henry,"February 2, 2018"
"Scientists, engineers push for servicing and assembly of future space observatories",Jeff Foust,"February 2, 2018"
NOAA continues weather satellite discussions with the Air Force,Jeff Foust,"February 1, 2018"
UK-Ukrainian launch vehicle developer Skyrora to establish smallsat launch site,Jarosław Adamowski,"February 1, 2018"
"Air Force attempts to bring private-sector investment, innovation to space",Sandra Erwin,"February 1, 2018"
"Thaicom reports sharp revenue decline, blames weak broadcast market",Caleb Henry,"February 1, 2018"
SpaceX and ULA poised to face off in the next round of military launch competition,Sandra Erwin,"February 1, 2018"
SN Military.Space | Vice Chief Selva: With no budget ‘We’re gambling’ – Why it’s hard to defend space – Space industry adapts to changing market,Sandra Erwin,"February 1, 2018"
NASA to be part of Ariane 5 anomaly investigation,Jeff Foust,"February 1, 2018"
Europe making a 3D map of the stars using Gaia,Caleb Henry,"February 1, 2018"
SpaceX launches GovSat-1 with previously flown Falcon 9 booster,Caleb Henry,"January 31, 2018"
